,Term
2393,firm
2394,perform
2395,designing 
2396,producing 
2397,marketing 
2398,deliv
2399,support
2400,product 
2401,each
2402,activ
2403,contribut
2404,firm 
2405,rel
2406,cost
2407,posit
2408,creat
2409,basi
2410,differentiation   th
2411,valu
2412,chain
2413,disaggreg
2414,firm
2415,strateg
2416,relev
2417,activ
2418,order
2419,understand
2420,behavior
2421,cost
2422,exist
2423,potenti
2424,sourc
2425,differentiation  
2426,core
2427,compet
2428,gari
2429,hamel
2430,c 
2431,k 
2432,prahalad
2433,describ
2434,idea
2435,core
2436,compet
2437,1990 
2438,idea
2439,organ
2440,capabl
2441,excel
2442,busi
2443,focu
2444,opportun
2445,area 
2446,let
2447,other
2448,go
2449,outsourc
2450,them 
2451,further 
2452,core
2453,compet
2454,difficult
2455,duplicate 
2456,involv
2457,skill
2458,coordin
2459,peopl
2460,across
2461,varieti
2462,function
2463,area
2464,process
2465,use
2466,deliv
2467,valu
2468,customers 
2469,by
2470,outsourcing 
2471,compani
2472,expand
2473,concept
2474,valu
2475,chain 
2476,element
2477,within
2478,entiti
2479,other
2480,without 
2481,core
2482,compet
2483,part
2484,branch
2485,strategi
2486,call
2487,resource bas
2488,view
2489,firm 
2490,postul
2491,activ
2492,strateg
2493,indic
2494,valu
2495,chain 
2496,organization 
2497,capabl
2498,abil
2499,learn
2500,adapt
2501,also
2502,strategic 
2503,theori
2504,busi
2505,peter
2506,drucker
2507,wrote
2508,1994
2509, theori
2510,business  
2511,repres
2512,key
2513,assumpt
2514,underli
2515,firm 
2516,strategy 
2517,these
2518,assumpt
2519,three
2520,categories 
2521,a 
2522,extern
2523,environment 
2524,includ
2525,society 
2526,market 
2527,customer 
2528,technology 
2529,b 
2530,mission
2531,organization 
2532,c 
2533,core
2534,compet
2535,need
2536,accomplish
2537,mission 
2538,he
2539,continu
2540,valid
2541,theori
2542,busi
2543,four
2544,specifications 
2545,1 
2546,assumpt
2547,environment 
2548,mission 
2549,core
2550,compet
2551,must
2552,fit
2553,reality 
2554,2 
2555,assumpt
2556,three
2557,area
2558,fit
2559,one
2560,another 
2561,3 
2562,theori
2563,busi
2564,must
2565,known
2566,understood
2567,throughout
2568,organization 
2569,4 
2570,theori
2571,busi
2572,test
2573,constantly 
2574,he
2575,wrote
2576,organ
2577,get
2578,troubl
2579,assumpt
2580,repres
2581,theori
2582,busi
2583,longer
2584,fit
2585,reality 
2586,he
2587,use
2588,exampl
2589,retail
2590,depart
2591,stores 
2592,theori
2593,busi
2594,assum
2595,peopl
2596,could
2597,afford
2598,shop
2599,depart
2600,store
2601,would
2602,so 
2603,however 
2604,mani
2605,shopper
2606,abandon
2607,depart
2608,store
2609,favor
2610,specialti
2611,retail
2612, often
2613,locat
2614,outsid
2615,malls 
2616,time
2617,becam
2618,primari
2619,factor
2620,shop
2621,destin
2622,rather
2623,income 
2624,drucker
2625,describ
2626,theori
2627,busi
2628, hypothesis 
2629, discipline  
2630,he
2631,advoc
2632,build
2633,systemat
2634,diagnostics 
2635,monitor
2636,test
2637,assumpt
2638,compris
2639,theori
2640,busi
2641,maintain
2642,competitiveness 
2643,strateg
2644,think
2645,strateg
2646,think
2647,involv
2648,gener
2649,applic
2650,uniqu
2651,busi
2652,insight
2653,opportun
2654,intend
2655,creat
2656,competit
2657,advantag
2658,firm
2659,organization 
2660,it
2661,involv
2662,challeng
2663,assumpt
2664,underli
2665,organization 
2666,strategi
2667,valu
2668,proposition 
2669,mintzberg
2670,wrote
2671,1994
2672,synthesi
2673, i e  
2674, connect
2675,dots  
2676,analysi
2677, i e  
2678, find
2679,dots   
2680,it
2681, captur
2682,manag
2683,learn
2684,sourc
2685, both
2686,soft
2687,insight
2688,person
2689,experi
2690,experi
2691,other
2692,throughout
2693,organ
2694,hard
2695,data
2696,market
2697,research
2698,like 
2699,synthes
2700,learn
2701,vision
2702,direct
2703,busi
2704,pursue  
2705,mintzberg
2706,argu
2707,strateg
2708,think
2709,critic
2710,part
2711,formul
2712,strategy 
2713,strateg
2714,plan
2715,exercises gener
2716,andr
2717,beaufr
2718,wrote
2719,1963
2720,strateg
2721,think
2722, i
2723,mental
2724,process 
2725,abstract
2726,rational 
2727,must
2728,capabl
2729,synthes
2730,psycholog
2731,materi
2732,data 
2733,the
2734,strategist
2735,must
2736,great
2737,capac
2738,analysi
2739,synthesis 
2740,analysi
2741,necessari
2742,assembl
2743,data
2744,make
2745,diagnosis 
2746,synthesi
2747,order
2748,produc
2749,data
2750,diagnosi
2751,itself  and
2752,diagnosi
2753,fact
2754,amount
2755,choic
2756,altern
2757,cours
2758,action  wil
2759,mulcast
2760,argu
2761,much
2762,research
2763,creativ
2764,thought
2765,devot
2766,gener
2767,altern
2768,strategies 
2769,littl
2770,work
2771,done
2772,influenc
2773,qualiti
2774,strateg
2775,decis
2776,make
2777,effect
2778,strategi
2779,implemented 
2780,for
2781,instance 
2782,retrospect
2783,seen
2784,financi
2785,crisi
2786,2008 9
2787,could
2788,avoid
2789,bank
2790,paid
2791,attent
2792,risk
2793,associ
2794,investments 
2795,bank
2796,chang
2797,way
2798,make
2799,decis
2800,improv
2801,qualiti
2802,decis
2803,future 
2804,mulcaster 
2805,manag
2806,forc
2807,framework
2808,address
2809,issu
2810,identifi
2811,11
2812,forc
2813,incorpor
2814,process
2815,decis
2816,make
2817,strateg
2818,implementation 
2819,the
2820,11
2821,forc
2822,are 
2823,time 
2824,oppos
2825,forces 
2826,politics 
2827,perception 
2828,holist
2829,effects 
2830,ad
2831,value 
2832,incentives 
2833,learn
2834,capabilities 
2835,opportun
2836,cost 
2837,risk
2838,style 
2839,strateg
2840,plan
2841,strateg
2842,plan
2843,mean
2844,administ
2845,formul
2846,implement
2847,strategy 
2848,strateg
2849,plan
2850,analyt
2851,natur
2852,refer
2853,formal
2854,procedur
2855,produc
2856,data
2857,analys
2858,use
2859,input
2860,strateg
2861,thinking 
2862,synthes
2863,data
2864,result
2865,strategy 
2866,strateg
2867,plan
2868,may
2869,also
2870,refer
2871,control
2872,mechan
2873,use
2874,implement
2875,strategi
2876,determined 
2877,in
2878,words 
2879,strateg
2880,plan
2881,happen
2882,around
2883,strategi
2884,format
2885,process 
2886,environment
2887,analysi
2888,porter
2889,wrote
2890,1980
2891,formul
2892,competit
2893,strategi
2894,includ
2895,consider
2896,four
2897,key
2898,elements 
2899,compani
2900,strength
2901,weaknesses 
2902,person
2903,valu
2904,key
2905,implement
2906, i e  
2907,manag
2908,board 
2909,industri
2910,opportun
2911,threats 
2912,broader
2913,societ
2914,expectations th
2915,first
2916,two
2917,element
2918,relat
2919,factor
2920,intern
2921,compani
2922, i e  
2923,intern
2924,environment  
2925,latter
2926,two
2927,relat
2928,factor
2929,extern
2930,compani
2931, i e  
2932,extern
2933,environment  ther
2934,mani
2935,analyt
2936,framework
2937,attempt
2938,organ
2939,strateg
2940,plan
2941,process 
2942,exampl
2943,framework
2944,address
2945,four
2946,element
2947,describ
2948,include 
2949,extern
2950,environment 
2951,pest
2952,analysi
2953,steep
2954,analysi
2955,framework
2956,use
2957,examin
2958,remot
2959,extern
2960,environment
2961,factor
2962,affect
2963,organization 
2964,political 
2965,economic 
2966,social demographic 
2967,technological 
2968,common
2969,variat
2970,includ
2971,slept 
2972,pestle 
2973,steeple 
2974,steer
2975,analysis 
2976,incorpor
2977,slightli
2978,differ
2979,emphases 
2980,industri
2981,environment 
2982,the
2983,porter
2984,five
2985,forc
2986,analysi
2987,framework
2988,help
2989,determin
2990,competit
2991,rivalri
2992,therefor
2993,attract
2994,market 
2995,it
2996,use
2997,help
2998,determin
2999,portfolio
3000,offer
3001,organ
3002,provid
3003,markets 
3004,relationship
3005,intern
3006,extern
3007,environment 
3008,swot
3009,analysi
3010,one
3011,basic
3012,wide
3013,use
3014,frameworks 
3015,examin
3016,intern
3017,element
3018,organization strength
3019,weaknesses and
3020,extern
3021,elements opportun
3022,threats 
3023,it
3024,help
3025,examin
3026,organization 
3027,resourc
3028,context
3029,environment 
3030,scenario
3031,plan
3032,a
3033,number
3034,strategist
3035,use
3036,scenario
3037,plan
3038,techniqu
3039,deal
3040,change 
3041,the
3042,way
3043,peter
3044,schwartz
3045,put
3046,1991
3047,strateg
3048,outcom
3049,cannot
3050,known
3051,advanc
3052,sourc
3053,competit
3054,advantag
3055,cannot
3056,predetermined 
3057,the
3058,fast
3059,chang
3060,busi
3061,environ
3062,uncertain
3063,us
3064,find
3065,sustain
3066,valu
3067,formula
3068,excel
3069,competit
3070,advantage 
3071,instead 
3072,scenario
3073,plan
3074,techniqu
3075,multipl
3076,outcom
3077,developed 
3078,implic
3079,assessed 
3080,likeli
3081,occurr
3082,evaluated 
3083,accord
3084,pierr
3085,wack 
3086,scenario
3087,plan
3088,insight 
3089,complexity 
3090,subtlety 
3091,formal
3092,analysi
3093,numbers som
3094,busi
3095,planner
3096,start
3097,use
3098,complex
3099,theori
3100,approach
3101,strategy 
3102,complex
3103,thought
3104,chao
3105,dash
3106,order 
3107,chao
3108,theori
3109,deal
3110,turbul
3111,system
3112,rapidli
3113,becom
3114,disordered 
3115,complex
3116,quit
3117,unpredictable 
3118,it
3119,involv
3120,multipl
3121,agent
3122,interact
3123,way
3124,glimps
3125,structur
3126,may
3127,appear 
3128,measur
3129,control
3130,implement
3131,onc
3132,strategi
3133,determined 
3134,variou
3135,goal
3136,measur
3137,may
3138,establish
3139,chart
3140,cours
3141,organization 
3142,measur
3143,perform
3144,control
3145,implement
3146,strategy 
3147,tool
3148,balanc
3149,scorecard
3150,strategi
3151,map
3152,help
3153,crystal
3154,strategy 
3155,relat
3156,key
3157,measur
3158,success
3159,perform
3160,strategy 
3161,these
3162,tool
3163,measur
3164,financial 
3165,marketing 
3166,production 
3167,organiz
3168,development 
3169,innov
3170,measur
3171,achiev
3172, balanced 
3173,perspective 
3174,advanc
3175,inform
3176,technolog
3177,data
3178,avail
3179,enabl
3180,gather
3181,inform
3182,performance 
3183,allow
3184,manag
3185,take
3186,much
3187,analyt
3188,view
3189,busi
3190,before 
3191,strategi
3192,may
3193,also
3194,organ
3195,seri
3196, initiatives 
3197, programs  
3198,compris
3199,one
3200,projects 
3201,variou
3202,monitor
3203,feedback
3204,mechan
3205,may
3206,also
3207,established 
3208,regular
3209,meet
3210,division
3211,corpor
3212,manag
3213,control
3214,implementation 
3215,evalu
3216,a
3217,key
3218,compon
3219,strateg
3220,manag
3221,often
3222,overlook
3223,plan
3224,evaluation 
3225,there
3226,mani
3227,way
3228,evalu
3229,whether
3230,strateg
3231,prioriti
3232,plan
3233,achieved 
3234,one
3235,method
3236,robert
3237,stake 
3238,respons
3239,evaluation 
3240,respons
3241,evalu
3242,provid
3243,naturalist
3244,humanist
3245,approach
3246,program
3247,evaluation 
3248,in
3249,expand
3250,beyond
3251,goal ori
3252,pre ordin
3253,evalu
3254,design 
3255,respons
3256,evalu
3257,take
3258,consider
3259,program 
3260,background
3261, history  
3262,conditions 
3263,transact
3264,among
3265,stakeholders 
3266,it
3267,larg
3268,emergent 
3269,design
3270,unfold
3271,contact
3272,made
3273,stakeholders 
3274,limit
3275,while
3276,strategi
3277,establish
3278,set
3279,direction 
3280,focu
3281,effort 
3282,defin
3283,clarifi
3284,organization 
3285,provid
3286,consist
3287,guidanc
3288,respons
3289,environment 
3290,element
3291,also
3292,mean
3293,certain
3294,signal
3295,exclud
3296,consider
3297,de emphasized 
3298,mintzberg
3299,wrote
3300,1987 
3301, strategi
3302,categor
3303,scheme
3304,incom
3305,stimuli
3306,order
3307,dispatched  
3308,sinc
3309,strategi
3310,orient
3311,organ
3312,particular
3313,manner
3314,direction 
3315,direct
3316,may
3317,effect
3318,match
3319,environment 
3320,initi
3321, if
3322,bad
3323,strategy 
3324,time
3325,circumst
3326,change 
3327,as
3328,such 
3329,mintzberg
3330,continued 
3331, strategi
3332, onc
3333,established 
3334,forc
3335,resist
3336,change 
3337,encourag
3338,it  therefore 
3339,critiqu
3340,strateg
3341,manag
3342,overli
3343,constrain
3344,manageri
3345,discret
3346,dynam
3347,environment 
3348, how
3349,individuals 
3350,organ
3351,societi
3352,cope
3353,well
3354,possibl
3355,   
3356,issu
3357,complex
3358,fulli
3359,understood 
3360,given
3361,fact
3362,action
3363,initi
3364,basi
3365,inadequ
3366,understand
3367,may
3368,lead
3369,signific
3370,regret  
3371,some
3372,theorist
3373,insist
3374,iter
3375,approach 
3376,consid
3377,turn
3378,objectives 
3379,implement
3380,resources 
3381,i e  
3382,    repetit
3383,learn
3384,cycl
3385, rather
3386,than 
3387,linear
3388,progress
3389,toward
3390,clearli
3391,defin
3392,final
3393,destination  
3394,strategi
3395,must
3396,abl
3397,adjust
3398,implement
3399, human
3400,rare
3401,proceed
3402,satisfactorili
3403,except
3404,learn
3405,experience 
3406,modest
3407,probes 
3408,serial
3409,modifi
3410,basi
3411,feedback 
3412,usual
3413,best
3414,method
3415,learning  in
3416,2000 
3417,gari
3418,hamel
3419,coin
3420,term
3421,strateg
3422,converg
3423,explain
3424,limit
3425,scope
3426,strategi
3427,use
3428,rival
3429,greatli
3430,differ
3431,circumstances 
3432,he
3433,lament
3434,success
3435,strategi
3436,imit
3437,firm
3438,understand
3439,strategi
3440,work 
3441,must
3442,account
3443,specif
3444,situation 
3445,woodhous
3446,collingridg
3447,claim
3448,essenc
3449, strategic 
3450,lie
3451,capac
3452, intellig
3453,trial and
3454,error 
3455,rather
3456,strict
3457,adher
3458,fine
3459,hone
3460,strateg
3461,plans 
3462,strategi
3463,seen
3464,lay
3465,gener
3466,path
3467,rather
3468,precis
3469,steps 
3470,mean
3471,like
3472,determin
3473,end
3474,end
3475,determin
3476,means 
3477,the
3478,object
3479,organ
3480,might
3481,wish
3482,pursu
3483,limit
3484,rang
3485,feasibl
3486,approach
3487,implementation 
3488, there
3489,usual
3490,small
3491,number
3492,approach
3493,technic
3494,administr
3495,possible 
3496,also
3497,satisfactori
3498,full
3499,rang
3500,organiz
3501,stakeholders  
3502,in
3503,turn 
3504,rang
3505,feasibl
3506,implement
3507,approach
3508,determin
3509,avail
3510,resources 
3511,strateg
3512,theme
3513,variou
3514,strateg
3515,approach
3516,use
3517,across
3518,industri
3519, themes 
3520,arisen
3521,years 
3522,these
3523,includ
3524,shift
3525,product driven
3526,demand
3527,customer 
3528,marketing driven
3529,demand
3530, describ
3531,above  
3532,increas
3533,use
3534,self servic
3535,approach
3536,lower
3537,cost 
3538,chang
3539,valu
3540,chain
3541,corpor
3542,structur
3543,due
3544,global
3545, e g  
3546,off shor
3547,product
3548,assembly  
3549,internet 
3550,self servic
3551,one
3552,theme
3553,strateg
3554,competit
3555,trend
3556,toward
3557,self service 
3558,often
3559,enabl
3560,technology 
3561,custom
3562,take
3563,role
3564,previous
3565,perform
3566,worker
3567,lower
3568,price 
3569,exampl
3570,include 
3571,autom
3572,teller
3573,machin
3574, atm 
3575,obtain
3576,cash
3577,rather
3578,via
3579,bank
3580,teller 
3581,self servic
3582,ga
3583,pump
3584,rather
3585,help
3586,attendant 
3587,retail
3588,internet
3589,order
3590,input
3591,custom
3592,rather
3593,retail
3594,clerk 
3595,onlin
3596,book
3597,sales 
3598,mass produc
3599,ready to assembl
3600,furnitur
3601,transport
3602,customer 
3603,self checkout
3604,groceri
3605,store 
3606,onlin
3607,bank
3608,bill
3609,payment 
3610,global
3611,virtual
3612,firm
3613,one
3614,definit
3615,global
3616,refer
3617,integr
3618,economi
3619,due
3620,technolog
3621,suppli
3622,chain
3623,process
3624,innovation 
3625,compani
3626,longer
3627,requir
3628,vertic
3629,integr
3630, i e  
3631,designing 
3632,producing 
3633,assembling 
3634,sell
3635,products  
3636,in
3637,words 
3638,valu
3639,chain
3640,company 
3641,product
3642,may
3643,longer
3644,entir
3645,within
3646,one
3647,firm 
3648,sever
3649,entiti
3650,compris
3651,virtual
3652,firm
3653,may
3654,exist
3655,fulfil
3656,custom
3657,requirement 
3658,for
3659,example 
3660,compani
3661,chosen
3662,outsourc
3663,product
3664,third
3665,parties 
3666,retain
3667,design
3668,sale
3669,function
3670,insid
3671,organization 
3672,internet
3673,inform
3674,avail
3675,the
3676,internet
3677,dramat
3678,empow
3679,consum
3680,enabl
3681,buyer
3682,seller
3683,come
3684,togeth
3685,drastic
3686,reduc
3687,transact
3688,intermediari
3689,costs 
3690,creat
3691,much
3692,robust
3693,marketplac
3694,purchas
3695,sale
3696,good
3697,services 
3698,exampl
3699,includ
3700,onlin
3701,auction
3702,sites 
3703,internet
3704,date
3705,services 
3706,internet
3707,book
3708,sellers 
3709,in
3710,mani
3711,industries 
3712,internet
3713,dramat
3714,alter
3715,competit
3716,landscape 
3717,servic
3718,use
3719,provid
3720,within
3721,one
3722,entiti
3723, e g  
3724,car
3725,dealership
3726,provid
3727,financ
3728,price
3729,information 
3730,provid
3731,third
3732,parties 
3733,further 
3734,compar
3735,tradit
3736,media
3737,like
3738,television 
3739,internet
3740,caus
3741,major
3742,shift
3743,view
3744,habit
3745,demand
3746,content
3747,led
3748,increasingli
3749,fragment
3750,audience author
3751,phillip
3752,evan
3753,said
3754,2013
3755,network
3756,challeng
3757,tradit
3758,hierarchies 
3759,valu
3760,chain
3761,may
3762,also
3763,break
3764,  deconstructing  
3765,inform
3766,aspect
3767,separ
3768,function
3769,activity 
3770,data
3771,readili
3772,avail
3773,free
3774,low
3775,cost
3776,make
3777,harder
3778,information based 
3779,vertic
3780,integr
3781,busi
3782,remain
3783,intact 
3784,evan
3785,said 
3786, the
3787,basic
3788,stori
3789,use
3790,vertic
3791,integrated 
3792,oligopolist
3793,competit
3794,among
3795,essenti
3796,similar
3797,kind
3798,competitor
3799,evolving 
3800,one
3801,mean
3802,another 
3803,vertic
3804,structur
3805,horizont
3806,one 
3807,whi
3808,happening 
3809,it 
3810,happen
3811,transact
3812,cost
3813,plummet
3814,scale
3815,polarizing 
3816,the
3817,plummet
3818,transact
3819,cost
3820,weaken
3821,glue
3822,hold
3823,valu
3824,chain
3825,together 
3826,allow
3827,separate  
3828,he
3829,use
3830,wikipedia
3831,exampl
3832,network
3833,challeng
3834,tradit
3835,encyclopedia
3836,busi
3837,model 
3838,evan
3839,predict
3840,emerg
3841,new
3842,form
3843,industri
3844,organ
3845,call
3846, stack  
3847,analog
3848,technolog
3849,stack 
3850,competitor
3851,reli
3852,common
3853,platform
3854,input
3855, servic
3856,information  
3857,essenti
3858,layer
3859,remain
3860,compet
3861,part
3862,valu
3863,chain
3864,top
3865,common
3866,platform 
3867,sustain
3868,in
3869,recent
3870,decade 
3871,sustainability or
3872,abil
3873,success
3874,sustain
3875,compani
3876,context
3877,rapidli
3878,chang
3879,environmental 
3880,social 
3881,health 
3882,econom
3883,circumstances ha
3884,emerg
3885,crucial
3886,aspect
3887,strategi
3888,development 
3889,research
3890,focus
3891,corpor
3892,leader
3893,integr
3894,sustain
3895,commerci
3896,strategi
3897,led
3898,emerg
3899,concept
3900, embed
3901,sustainability 
3902, 
3903,defin
3904,author
3905,chri
3906,laszlo
3907,nadya
3908,zhexembayeva
3909, incorpor
3910,environmental 
3911,health 
3912,social
3913,valu
3914,core
3915,busi
3916,trade off
3917,price
3918,quality in
3919,words 
3920,social
3921,green
3922,premium  
3923,laszlo
3924,zhexembayeva 
3925,research
3926,show
3927,embed
3928,sustain
3929,offer
3930,least
3931,seven
3932,distinct
3933,opportun
3934,busi
3935,valu
3936,competit
3937,advantag
3938,creation 
3939,a 
3940,better
3941,risk management 
3942,b 
3943,increas
3944,effici
3945,reduc
3946,wast
3947,resourc
3948,use 
3949,c 
3950,better
3951,product
3952,differentiation 
3953,d 
3954,new
3955,market
3956,entrances 
3957,e 
3958,enhanc
3959,brand
3960,reputation 
3961,f 
3962,greater
3963,opportun
3964,influenc
3965,industri
3966,standards 
3967,g 
3968,greater
3969,opportun
3970,radic
3971,innovation 
3972,nadya
3973,zhexembayeva 
3974,2014
3975,research
3976,suggest
3977,innov
3978,driven
3979,resourc
3980,deplet
3981,result
3982,fundament
3983,competit
3984,advantag
3985,company 
3986,product
3987,services 
3988,well
3989,compani
3990,strategi
3991,whole 
3992,right
3993,principl
3994,innov
3995,applied 
3996,strategi
3997,learn
3998,in
3999,1990 
4000,peter
4001,senge 
4002,collabor
4003,ari
4004,de
4005,geu
4006,dutch
4007,shell 
4008,popular
4009,de
4010,geus 
4011,notion
4012, learn
4013,organization  
4014,the
4015,theori
4016,gather
4017,analyz
4018,inform
4019,necessari
4020,requir
4021,busi
4022,success
4023,inform
4024,age 
4025,to
4026,this 
4027,seng
4028,claim
4029,organ
4030,would
4031,need
4032,structur
4033,that 
4034,peopl
4035,continu
4036,expand
4037,capac
4038,learn
4039,productive 
4040,new
4041,pattern
4042,think
4043,nurtured 
4044,collect
4045,aspir
4046,encouraged 
4047,peopl
4048,encourag
4049,see
4050, whole
4051,picture 
4052,together seng
4053,identifi
4054,five
4055,disciplin
4056,learn
4057,organization 
4058,they
4059,are 
4060,person
4061,responsibility 
4062,self reliance 
4063,masteri
4064, 
4065,we
4066,accept
4067,master
4068,destiny 
4069,we
4070,make
4071,decis
4072,live
4073,consequ
4074,them 
4075,when
4076,problem
4077,need
4078,fixed 
4079,opportun
4080,exploited 
4081,take
4082,initi
4083,learn
4084,requir
4085,skill
4086,get
4087,done 
4088,mental
4089,model
4090, 
4091,we
4092,need
4093,explor
4094,person
4095,mental
4096,model
4097,understand
4098,subtl
4099,effect
4100,behaviour 
4101,share
4102,vision
4103, 
4104,the
4105,vision
4106,want
4107,futur
4108,discuss
4109,commun
4110,all 
4111,it
4112,provid
4113,guidanc
4114,energi
4115,journey
4116,ahead 
4117,team
4118,learn
4119, 
4120,we
4121,learn
4122,togeth
4123,teams 
4124,thi
4125,involv
4126,shift
4127, a
4128,spirit
4129,advocaci
4130,spirit
4131,enquiry  
4132,system
4133,think
4134, 
4135,we
4136,look
4137,whole
4138,rather
4139,parts 
4140,thi
4141,seng
4142,call
4143, fifth
4144,discipline  
4145,it
4146,glue
4147,integr
4148,four
4149,coher
4150,strategy 
4151,for
4152,altern
4153,approach
4154, learn
4155,organization  
4156,see
4157,garratt 
4158,b 
4159, 1987  geoffrey
4160,moor
4161, 1991 
4162,r 
4163,frank
4164,p 
4165,cook
4166,also
4167,detect
4168,shift
4169,natur
4170,competition 
4171,market
4172,driven
4173,technic
4174,standard
4175, network
4176,effects 
4177,give
4178,domin
4179,firm
4180,near monopoly 
4181,the
4182,true
4183,network
4184,industri
4185,interoper
4186,requir
4187,compat
4188,users 
4189,exampl
4190,includ
4191,internet
4192,explorer 
4193,amazon 
4194,earli
4195,domin
4196,respect
4197,industries 
4198,ie 
4199,later
4200,declin
4201,show
4202,domin
4203,may
4204,temporary 
4205,moor
4206,show
4207,firm
4208,could
4209,attain
4210,enviabl
4211,posit
4212,use
4213,e m 
4214,rogers 
4215,five
4216,stage
4217,adopt
4218,process
4219,focus
4220,one
4221,group
4222,custom
4223,time 
4224,use
4225,group
4226,base
4227,reach
4228,next
4229,group 
4230,the
4231,difficult
4232,step
4233,make
4234,transit
4235,introduct
4236,mass
4237,acceptance 
4238, see
4239,cross
4240,chasm  
4241,if
4242,success
4243,firm
4244,creat
4245,bandwagon
4246,effect
4247,momentum
4248,build
4249,product
4250,becom
4251,de
4252,facto
4253,standard 
4254,strategi
4255,adapt
4256,chang
4257,in
4258,1969 
4259,peter
4260,drucker
4261,coin
4262,phrase
4263,age
4264,discontinu
4265,describ
4266,way
4267,chang
4268,disrupt
4269,lives 
4270,in
4271,age
4272,continu
4273,attempt
4274,predict
4275,futur
4276,extrapol
4277,past
4278,accurate 
4279,but
4280,accord
4281,drucker 
4282,age
4283,discontinu
4284,extrapol
4285,ineffective 
4286,he
4287,identifi
4288,four
4289,sourc
4290,discontinuity 
4291,new
4292,technologies 
4293,globalization 
4294,cultur
4295,plural
4296,knowledg
4297,capital 
4298,in
4299,1970 
4300,alvin
4301,toffler
4302,futur
4303,shock
4304,describ
4305,trend
4306,toward
4307,acceler
4308,rate
4309,change 
4310,he
4311,illustr
4312,social
4313,technic
4314,phenomena
4315,shorter
4316,lifespan
4317,generation 
4318,question
4319,society 
4320,abil
4321,cope
4322,result
4323,turmoil
4324,accompani
4325,anxiety 
4326,in
4327,past
4328,era
4329,period
4330,chang
4331,alway
4332,punctuat
4333,time
4334,stability 
4335,thi
4336,allow
4337,societi
4338,assimil
4339,chang
4340,next
4341,chang
4342,arrived 
4343,but
4344,period
4345,stabil
4346,disappear
4347,late
4348,20th
4349,century 
4350,in
4351,1980
4352,the
4353,third
4354,wave 
4355,toffler
4356,character
4357,shift
4358,relentless
4359,chang
4360,defin
4361,featur
4362,third
4363,phase
4364,civil
4365, the
4366,first
4367,two
4368,phase
4369,agricultur
4370,industri
4371,waves  in
4372,1978 
4373,derek
4374,f 
4375,abel
4376, abell 
4377,d 
4378,1978 
4379,describ
4380, strateg
4381,windows 
4382,stress
4383,import
4384,time
4385, both
4386,entranc
4387,exit 
4388,given
4389,strategy 
4390,thi
4391,led
4392,strateg
4393,planner
4394,build
4395,plan
4396,obsolesc
4397,strategies in
4398,1983 
4399,noel
4400,tichi
4401,wrote
4402,be
4403,habit
4404,tend
4405,repeat
4406,comfort
4407,with 
4408,he
4409,wrote
4410,trap
4411,constrain
4412,creativity 
4413,prevent
4414,us
4415,explor
4416,new
4417,ideas 
4418,hamper
4419,deal
4420,full
4421,complex
4422,new
4423,issues 
4424,he
4425,develop
4426,systemat
4427,method
4428,deal
4429,chang
4430,involv
4431,look
4432,new
4433,issu
4434,three
4435,angles 
4436,technic
4437,production 
4438,polit
4439,resourc
4440,allocation 
4441,corpor
4442,culture 
4443,in
4444,1989 
4445,charl
4446,handi
4447,identifi
4448,two
4449,type
4450,change 
4451, strateg
4452,drift 
4453,gradual
4454,chang
4455,occur
4456,subtli
4457,notic
4458,late 
4459,by
4460,contrast 
4461, transform
4462,change 
4463,sudden
4464,radical 
4465,it
4466,typic
4467,caus
4468,discontinu
4469, or
4470,exogen
4471,shocks 
4472,busi
4473,environment 
4474,the
4475,point
4476,new
4477,trend
4478,initi
4479,call
4480, strateg
4481,inflect
4482,point 
4483,andi
4484,grove 
4485,inflect
4486,point
4487,subtl
4488,radical 
4489,in
4490,1990 
4491,richard
4492,pascal
4493,wrote
4494,relentless
4495,chang
4496,requir
4497,busi
4498,continu
4499,reinvent
4500,themselves 
4501,hi
4502,famou
4503,maxim
4504, noth
4505,fail
4506,like
4507,success 
4508,mean
4509,strength
4510,yesterday
4511,becom
4512,root
4513,weak
4514,today 
4515,we
4516,tend
4517,depend
4518,work
4519,yesterday
4520,refus
4521,let
4522,go
4523,work
4524,well
4525,us
4526,past 
4527,prevail
4528,strategi
4529,becom
4530,self confirming 
4531,to
4532,avoid
4533,trap 
4534,busi
4535,must
4536,stimul
4537,spirit
4538,inquiri
4539,healthi
4540,debate 
4541,they
4542,must
4543,encourag
4544,creativ
4545,process
4546,self renew
4547,base
4548,construct
4549,conflict 
4550,in
4551,1996 
4552,adrian
4553,slywotzki
4554,show
4555,chang
4556,busi
4557,environ
4558,reflect
4559,valu
4560,migrat
4561,industries 
4562,companies 
4563,within
4564,companies 
4565,he
4566,claim
4567,recogn
4568,pattern
4569,behind
4570,valu
4571,migrat
4572,necessari
4573,wish
4574,understand
4575,world
4576,chaotic
4577,change 
4578,in
4579, profit
4580,patterns 
4581, 1999 
4582,describ
4583,busi
4584,state
4585,strateg
4586,anticip
4587,tri
4588,spot
4589,emerg
4590,patterns 
4591,slywotski
4592,team
4593,identifi
4594,30
4595,pattern
4596,transform
4597,industri
4598,industry in
4599,1997 
4600,clayton
4601,christensen
4602, 1997 
4603,took
4604,posit
4605,great
4606,compani
4607,fail
4608,precis
4609,everyth
4610,right
4611,sinc
4612,capabl
4613,organ
4614,also
